text,aspect,sentiment,confidence,probs,ref_sentiment,ref_check,perplexity,global_sentiment
I enjoyed my time there. People are great and work is good. No downsides I can think of.,['Global Sentiment'],['Positive'],[0.5510532855987549],"[array([0.00166587, 0.44728085, 0.5510533 ], dtype=float32)]",['-100'],[''],1.0476371049880981,Positive
Great benefits and very smart people Training and opportunities are lacking,['Global Sentiment'],['Positive'],[0.6253135800361633],"[array([0.13897866, 0.23570776, 0.6253136 ], dtype=float32)]",['-100'],[''],1.0476113557815552,Positive
"""Management seems to genuinely care about balancing client needs, employee needs. Great campus, great cafeterias, great benefits including on-site medical care. None from my POV. Had one manager who was a bit more into paperwork than I was once - but I would work for him again.""",['Global Sentiment'],['Positive'],[0.5781126022338867],"[array([0.00372013, 0.4181673 , 0.5781126 ], dtype=float32)]",['-100'],[''],1.047737956047058,Positive
Culture Smart employees Benefits camaraderie Lack of strategy Lack of attention to compliance Dysfunctional executive leadership,['Global Sentiment'],['Neutral'],[0.483190655708313],"[array([0.21719489, 0.48319066, 0.29961446], dtype=float32)]",['-100'],[''],1.047619104385376,Neutral
Work Life balance is awesome Sometimes not as committed to strategy,['Global Sentiment'],['Positive'],[0.8241772055625916],"[array([0.0422976, 0.1335252, 0.8241772], dtype=float32)]",['-100'],[''],1.0475974082946777,Positive
Flexible work life balance and interesting worm None that come to mind,['Global Sentiment'],['Positive'],[0.8227674961090088],"[array([0.00937141, 0.16786116, 0.8227675 ], dtype=float32)]",['-100'],[''],1.0476016998291016,Positive
Good benefits Strong community Good communication from leadership Lower pay than other competing tech giants,['Global Sentiment'],['Positive'],[0.9559074640274048],"[array([0.00160865, 0.0424839 , 0.95590746], dtype=float32)]",['-100'],[''],1.0476477146148682,Positive
"""Excellent culture, many perks, unmatched support Hybrid work system encouraged more than remote""",['Global Sentiment'],['Neutral'],[0.7352667450904846],"[array([0.00241698, 0.73526675, 0.2623163 ], dtype=float32)]",['-100'],[''],1.047569990158081,Neutral
Lots of challenges; nice work environment; nice and smart colleagues. Not IPO yet but might be soon.,['Global Sentiment'],['Neutral'],[0.9168521165847778],"[array([0.00275402, 0.9168521 , 0.08039392], dtype=float32)]",['-100'],[''],1.0476136207580566,Neutral
#NAME? #NAME?,['Global Sentiment'],['Neutral'],[0.973839282989502],"[array([0.00577312, 0.9738393 , 0.02038761], dtype=float32)]",['-100'],[''],1.0476051568984985,Neutral
Work life balance. Enough time to work on a second job. No interesting projects. No career growth.,['Global Sentiment'],['Neutral'],[0.9488959312438965],"[array([0.0266442 , 0.94889593, 0.02445989], dtype=float32)]",['-100'],[''],1.0476776361465454,Neutral
Flexible and open to new technology always playing a catch up game,['Global Sentiment'],['Positive'],[0.9462777972221375],"[array([0.00235808, 0.05136409, 0.9462778 ], dtype=float32)]",['-100'],[''],1.047628402709961,Positive
Pro employee culture and environment Challenging task and work load that requires innovation,['Global Sentiment'],['Neutral'],[0.940872848033905],"[array([0.00370749, 0.94087285, 0.05541964], dtype=float32)]",['-100'],[''],1.0476109981536865,Neutral
Great work life culture Beautiful Campus with ability for hybrid work Great benefits They are not transparent with layoffs,['Global Sentiment'],['Positive'],[0.8453343510627747],"[array([0.00792592, 0.14673974, 0.84533435], dtype=float32)]",['-100'],[''],1.0476086139678955,Positive
Friendly colleagues Flexi working hours wide client exposure slow career progress management decision not transparent,['Global Sentiment'],['Positive'],[0.8226702213287354],"[array([0.11206237, 0.06526736, 0.8226702 ], dtype=float32)]",['-100'],[''],1.0476278066635132,Positive
"""Hybrid/Remote options, great benefits Supportive work environment Can be a little bureaucratic Internal interview for jobs could be easier""",['Global Sentiment'],['Neutral'],[0.9409036636352539],"[array([0.00418708, 0.94090366, 0.05490921], dtype=float32)]",['-100'],[''],1.0476539134979248,Neutral
"""SAS values work-life balance consistently. Salary could be more, but is still competitive given all of the perks. Promotions are often given based on an employee's length of time in the job, rather than actual job performance and output.""",['Global Sentiment'],['Neutral'],[0.7892330884933472],"[array([0.00382269, 0.7892331 , 0.20694421], dtype=float32)]",['-100'],[''],1.0476963520050049,Neutral
"""SAS campus is beautiful, the benefits and facilities are wonderful, and the general environment (when people are actually going to the office) is an all-around great experience. The people, the coworkers, are generally great, but there are a many cliques who use their tenure or connections to influence and force their agendas on other people — which is not only a poor practice, but their direction is misguided leading to poor decisions. People not going back to campus definitely hinders collaboration and team building. Pay is considerably lower than other tech companies, and the """"work/life balance"""" SAS touts is pretty much the standard everywhere now. The SAS that was years ago is a myth now. It's hard to move up through the organization even though they talk about how easy it is to move to and train in other positions internally. Many departments are so short staffed at headquarters that they aren't willing to let people grow or move to other areas. There is a clear bias given to certain employees and HR is deplorable. Many older, talented employees who were with the company for decades were given early retirement packages or risk losing their jobs; the company is hemorrhaging experienced talent.""",['Global Sentiment'],['Positive'],[0.9481345415115356],"[array([0.03177834, 0.0200872 , 0.94813454], dtype=float32)]",['-100'],[''],1.0475250482559204,Positive
"""SAS offers great pay and benefits. The campus is beautiful as well. To prepare for a sale, SAS is turning into any other tech company, caring less about employees and more about the bottom line and balance sheet.""",['Global Sentiment'],['Neutral'],[0.8672643303871155],"[array([0.00329862, 0.86726433, 0.12943709], dtype=float32)]",['-100'],[''],1.0475987195968628,Neutral
"""No Pros at all. Be ready to be verbally abused by your manager and do not expect any help at all. Management is HORRIBLE!!! Do not listen when told to voice your opinion because your team and manager will think that you are incompetent. They do not stand by the """"BE CURIOUS"""" mantra, its total BS.""",['Global Sentiment'],['Neutral'],[0.8052741885185242],"[array([0.19001952, 0.8052742 , 0.00470634], dtype=float32)]",['-100'],[''],1.0477163791656494,Neutral
"""The tools are SAS owned, so you need to know the coding language or be quick into adapting. Plenty of improvements to be delivered in multiple functions Management I believe is not the top. Often key VP or Director lack the technicals skills or knowledge to properly manage Data teams.""",['Global Sentiment'],['Neutral'],[0.9792147874832153],"[array([0.01332548, 0.9792148 , 0.00745976], dtype=float32)]",['-100'],[''],1.0475313663482666,Neutral
"""SAS is super flexible and understands the balance of work vs. life. Never had an issue. Might pay slightly less than other technology companies, but you get a lot of perks, especially working in the HQ office.""",['Global Sentiment'],['Neutral'],[0.5371401906013489],"[array([0.0020564 , 0.5371402 , 0.46080342], dtype=float32)]",['-100'],[''],1.0475939512252808,Neutral
They have some good benefits and some genuinely great people working there Many departments pushing software products have no idea what they are doing and have zero direction. They fail a lot and that seems to be perfectly fine within the culture there. A lot of the leadership is extremely old and they are in severe need of dynamic and more with the times thinking. Communication is severely lacking within my department.,['Global Sentiment'],['Neutral'],[0.5000835657119751],"[array([0.1716691 , 0.50008357, 0.32824734], dtype=float32)]",['-100'],[''],1.0476692914962769,Neutral
work life balance is very important Uneffective meetings and long development time,['Global Sentiment'],['Neutral'],[0.8467637896537781],"[array([0.05058773, 0.8467638 , 0.1026485 ], dtype=float32)]",['-100'],[''],1.04764723777771,Neutral
"""flexible schedule, great cafeteria food, good vacation days, unlimited sick days Low pay, dictatorial leadership, longer hours, no empathy/sympathy, management tries to force upon you their cultural beliefs.""",['Global Sentiment'],['Neutral'],[0.88636314868927],"[array([0.00638937, 0.88636315, 0.10724746], dtype=float32)]",['-100'],[''],1.0476739406585693,Neutral
"""Prior to working at SAS, I always heard that SAS was a great place to work. As an employee, I can confidently say that SAS' reputation as a top workplace is well-deserved. SAS offers a variety of unique perks and benefits to employees, but favorites include the option of a PPO medical plan and onsite Health Care Center, hybrid work, generous PTO (including a company shutdown between Christmas and New Year's) and subsidized onsite cafés. Beyond the perks, there’s ample opportunity for internal mobility and career development, and my managers have been exceptionally supportive – not just of me as an employee, but as a whole person. Employee well-being is emphasized at SAS, and employees are empowered to balance work and life. The people are second to none, and it’s a very friendly and collaborative environment. It's an exciting time to be at SAS, particularly as the company approaches IPO-readiness. SAS is a great place to work.""",['Global Sentiment'],['Positive'],[0.9318488836288452],"[array([3.8578024e-04, 6.7765266e-02, 9.3184888e-01], dtype=float32)]",['-100'],[''],1.0475753545761108,Positive
"""Flexible work environment, interesting work Lots of change right now.""",['Global Sentiment'],['Neutral'],[0.6999907493591309],"[array([0.00292208, 0.69999075, 0.2970872 ], dtype=float32)]",['-100'],[''],1.047713041305542,Neutral
"""Benefits, culture, working on cutting-edge technology. It’s also a refreshingly ethical company. Uncertainty about IPO and how things might change.""",['Global Sentiment'],['Neutral'],[0.6924524903297424],"[array([0.00283295, 0.6924525 , 0.3047145 ], dtype=float32)]",['-100'],[''],1.0476205348968506,Neutral
"""Great benefits, including great healthcare insurance, onsite healthcare center, onsite intramural sports, onsite daycares, onsite cafes. Work environment is like a college campus including lots of walking trails. At lunch, there are employees working out in the gym, playing soccer or ultimate frisbee on fields, playing basketball, volleyball, handball, or cardiac routines in the gym, playing water polo in the pool, friends and family including their children, eating at the beautiful cafes. A culture that supports a healthy worklife balance. For now, you can optionally work from home. Employees are encouraged to work in different positions, so there are opportunities for lateral and upward moves, especially if you are in a lower position. There are a lot of smart people working there. Salaries aren't as competitive as some other software companies. Career ladders are pretty short, so don't expect frequent promotions. Cooperation and communication between departments isn't great, so there can be overlap of different departments unknowingly doing the exact same thing, or waiting a long time for another department to do something you need to do your job. The future of Sas as a company is not clear.""",['Global Sentiment'],['Positive'],[0.9572497010231018],"[array([0.00606412, 0.03668619, 0.9572497 ], dtype=float32)]",['-100'],[''],1.0475773811340332,Positive
